,artist_bios
2591,"Judith Bernstein is an American artist known for her phallic paintings and drawings. She frequently uses her art as a vehicle for her outspoken feminist.
"
2592,"Stephan Strocen was an Argentinian painter, sculptor, printmaker and designer whose works are included in permanent collections of museums worldwide.
"
2593,"George Chemeche is an Iraqi/American artist associated with pattern painting, a style non-minimalist, sensuous, romantic, rational and decorative.
"
2594,"Susan Elias is an American contemporary painter. She studied at the Philadelphia College of Art, graduating with honors and a BFA."
2595,"William Gropper was a versatile American artist, skilled in a variety of media and disciplines including cartooning, painting and lithography."
2596,"Mary Vickers is a British artist. There is a purity of love that exudes from her paintings and embraces the viewer with soul-searching tenderness.
"
2597,"Bong-Kyu Ahn is a well-known Korean artist, whose painting prowess and technical skills allowed him to change his style and subjects over the years.
"
2598,"Nicholas Riley was an American artist widely known and recognized for his paintings and watercolor illustrations. He was born in 1900 and died in 1944.
"
2599,"William Pettet is an American artist known for experimenting with alternative painting techniques, going from Minimalism to Abstract Expressionism.
"
2600,"Arbit Blatas, born Nicolai Arbitblatas, was an artist and sculptor of Lithuanian–Jewish descent. He left Lithuania for Paris, settling in the US in 1941."
2601,"Marcos Yrizarry was a Puerto Rican artist who lived and worked in Madrid in Ibiza. He was a master printer before turning to painting in 1988.
"
2602,"Manuel Izquierdo was a Spanish-born American artist, best known for his abstract, organic welded-metal sculptural forms and his sturdy woodcut prints.
"
2603,"Corinna Heumann is a German contemporary artist whose Surreal and Pop art paintings are included in numerous collections worldwide.
"
2604,"Joe Eula was an American artist and a fashion illustrator in the 1960s and 70s, having held the post of creative director at Halston for ten years."
2605,"Jean Sariano is an Algerian-born artist whose work is largely comprised of whimsical characters, linear cubism and a love of abstract shapes.
"
2606,Akira Kurosaki was a Japanese artist known for his printmaking skills. He covered a wide spectrum of styles and techniques including abstract images.
2607,"Lester Gaba was an American sculptor, writer and retail display designer, best known for Cynthia, a lifelike mannequin who had realistic imperfections.
"
2608,"Peter Young is an American artist known for abstract paintings. His work has been associated with Minimal Art, Post-minimalism, and Lyrical Abstraction.
"
2609,"Pierre Lesieur was a French painter whose work has been exhibited internationally, including solo shows in Paris, Tokyo, London, and New York."
2610,"Gina Lombardi Bratter, aka Gina Lombardi, is an American artist who achieved international acclaim by modernizing the ancient art form of Batik.
"
2611,"Paul Sieffert was a French artist. Primarily painting nudes and portraits, he is also known for his stained glass and decorative compositions.
"
2612,"Joachim Probst was an American artist widely known and recognized for his paintings, often populated with ultimate symbols like the Christ and King David."
2613,"Mykola Vasyl Krychevsky was a Ukrainian artist who worked as a theatrical scenery designer, painter, wood engraver and book illustrator.
"
2614,Alois Lecoque was a Czech painter known for his ability to capture scenic objects in effervescent color. He studied at Prague's Real Schule.
2615,"Henry Koerner was an Austrian/American artist best known for his early Magical Realist works of the late 1940s and his portrait covers for Time magazine.
"
2616,"Raymond Abner was an Egyptian/French artist who expressed himself both as a figurative and abstract painter. He was heavily influenced by Henri Matisse.
"
2617,"Christian Jaccard is a Swiss-French painter and sculptor. He works with the combustion process and is the author of the ""supranodal concept""."
2618,"Rudi Stern was an American multimedia artist widely known for his work in neon. He concentrated on making documentary films in his later years.
"
2619,"Paul Bloodgood was an American gallery owner and artist who produced predominantly abstract paintings often relating to the works of earlier artists.
"
2620,"Rosana Castrillo Diaz is a Spanish contemporary artist widely known for her graphite-on-paper drawings, wall relief sculptures, and installations."
2621,"Emmet Edwards was an American artist. Most of his watercolor and oil paintings were created to reflect his vision of the natural world.
"
2622,"Shirley Shor is an Israeli/American contemporary artist widely known for her real-time computer-generated animations and installations.
"
2623,"Jonah Kinigstein is an American artist known for his cartoons executed in the scorched earth tradition. He is also an accomplished painter.
"
2624,"David Porter was an American artist known for his paintings. His works were exhibited in galleries and museums in the U.S. and Europe.
"
2625,"Zhoujie Zhang is a Chinese furniture designer, sculptor and installation artist, whose work is known for being independent, experimental and futuristic.
"
2626,"David Schluss is an Israeli contemporary artist known for his own individualized style and technique of painting, using his fingers instead of brushes."
2627,Russ Elliott is an American contemporary designer’s painter and muralist. His works are included in numerous private and public collections.
2628,Noh Sang-Kyoon is a Korean contemporary artist known for his unique paintings and sculptures. He represented Korea at the 49th Venice Biennale.
2629,"Sid Maurer is an American painter whose style combines bold, dynamic colors and strokes with painstaking layouts and typographical elements."
2630,"Lawrence Madine is an American contemporary sign painter, commercial artist and fine artist. His preferred medium is oil on canvas."
2631,"Stanley Lewis is an American contemporary painter and educator. He studied at the Wesleyan University in Middletown, Connecticut, and Yale University."
